                 t           Prod
98        7.848895    5430.775764
99        7.928986    5485.632085
100       8.009077    5540.488406
101       8.089168    5595.344726
102       8.169258    5650.201047
103       8.249349    5705.057368
104       8.329440    5759.913689
105       8.409531    5814.770010
106       8.489622    5869.626331
107       8.569712    5924.482652
108       8.649803    5979.338972
109       8.729894    6034.195293
110       8.809985    6089.051614
111       8.890075    6143.907935
112       8.970166    6198.764256
113       9.050257    6253.620577
114       9.130348    6308.476898
115       9.210438    6363.333218
116       9.290529    6418.189539
117       9.370620    6473.045860
118       9.450711    6527.902181
119       9.530802    6582.758502
120       9.610892    6637.614823
121       9.690983    6692.471143
122       9.771074    6747.327464
123       9.851165    6802.183785
124       9.931255    6857.040106
125      10.011346    6911.896427
126      10.091437    6966.752748
127      10.171528    7021.609069
128      10.251619    7076.465389
129      10.331709    7131.321710
130      10.411800    7186.178031
131      10.491891    7241.034352
132      10.571982    7295.890673
133      10.652072    7350.746994
134      10.732163    7405.603314
135      10.812254    7460.459635
136      10.892345    7515.315956
137      10.972435    7570.172277
138      11.052526    7625.028598
139      11.132617    7679.884919
140      11.212708    7734.741240
141      11.292799    7789.597560
142      11.372889    7844.453881
143      11.452980    7899.310202
144      11.533071    7954.166523
145      11.613162    8009.022844
146      11.693252    8063.879165
147      11.773343    8118.735485
148      11.853434    8173.591806
149      11.933525    8228.448127
150      12.013615    8283.304448
151      12.093706    8338.160769
152      12.173797    8393.017090
153      12.253888    8447.873411
154      12.333979    8502.729731
155      12.414069    8557.586052
156      12.494160    8612.442373
157      12.574251    8667.298694
158      12.654342    8722.155015
159      12.734432    8777.011336
160      12.814523    8831.867657
161      12.894614    8886.723977
162      12.974705    8941.580298
163      13.054795    8996.436619
164      13.134886    9051.292940
165      13.214977    9106.149261
166      13.295068    9161.005582
167      13.375159    9215.861902
168      13.455249    9270.718223
169      13.535340    9325.574544
170      13.615431    9380.430865
171      13.695522    9435.287186
172      13.775612    9490.143507
173      13.855703    9544.999828
174      13.935794    9599.856148
175      14.015885    9654.712469
176      14.095975    9709.568790
177      14.176066    9764.425111
178      14.256157    9819.281432
179      14.336248    9874.137753
180      14.416339    9928.994073
181      14.496429    9983.850394
182      14.576520   10038.706715
183      14.656611   10093.563036
184      14.736702   10148.419357
185      14.816792   10203.275678
186      14.896883   10258.131999
187      14.976974   10312.988319
188      15.057065   10367.844640
189      15.137155   10422.700961
190      15.217246   10477.557282
191      15.297337   10532.413603
192      15.377428   10587.269924
193      15.457519   10642.126244
194      15.537609   10696.982565
195      15.617700   10751.838886
196      15.697791   10806.695207
197      15.777882   10861.551528
198      15.857972   10916.407849
199      15.938063   10971.264170
200      16.018154   11026.120490
201      16.098245   11080.976811
202      16.178335   11135.833132
203      16.258426   11190.689453
204      16.338517   11245.545774
205      16.418608   11300.402095
206      16.498699   11355.258416
207      16.578789   11410.114736
208      16.658880   11464.971057
209      16.738971   11519.827378
210      16.819062   11574.683699
211      16.899152   11629.540020
212      16.979243   11684.396341
213      17.059334   11739.252661
214      17.139425   11794.108982
215      17.219515   11848.965303
216      17.299606   11903.821624
217      17.379697   11958.677945
218      17.459788   12013.534266
219      17.539879   12068.390587
220      17.619969   12123.246907
221      17.700060   12178.103228
222      17.780151   12232.959549
223      17.860242   12287.815870
224      17.940332   12342.672191
225      18.020423   12397.528512
226      18.100514   12452.384832
227      18.180605   12507.241153
228      18.260695   12562.097474
229      18.340786   12616.953795
230      18.420877   12671.810116
231      18.500968   12726.666437
232      18.581059   12781.522758
233      18.661149   12836.379078
234      18.741240   12891.235399
235      18.821331   12946.091720
236      18.901422   13000.948041
237      18.981512   13055.804362
238      19.061603   13110.660683
239      19.141694   13165.517003
240      19.221785   13220.373324
241      19.301875   13275.229645
242      19.381966   13330.085966
243      19.462057   13384.942287
244      19.542148   13439.798608
245      19.622239   13494.654929
246      19.702329   13549.511249
247      19.782420   13604.367570
248      19.862511   13659.223891
249      19.942602   13714.080212
250      20.022692   13768.936533
251      20.102783   13823.792854
252      20.182874   13878.649175
253      20.262965   13933.505495
254      20.343055   13988.361816
255      20.423146   14043.218137
256      20.503237   14098.074458
257      20.583328   14152.930779
258      20.663419   14207.787100
259      20.743509   14262.643420
260      20.823600   14317.499741
261      20.903691   14372.356062
262      20.983782   14427.212383
263      21.063872   14482.068704
264      21.143963   14536.925025
265      21.224054   14591.781346
266      21.304145   14646.637666
267      21.384235   14701.493987
268      21.464326   14756.350308
269      21.544417   14811.206629
270      21.624508   14866.062950
271      21.704599   14920.919271
272      21.784689   14975.775591
273      21.864780   15030.631912
274      21.944871   15085.488233
275      22.024962   15140.344554
276      22.105052   15195.200875
277      22.185143   15250.057196
278      22.265234   15304.913517
279      22.345325   15359.769837
280      22.425415   15414.626158
281      22.505506   15469.482479
282      22.585597   15524.338800
283      22.665688   15579.195121
284      22.745779   15634.051442
285      22.825869   15688.907762
286      22.905960   15743.764083
287      22.986051   15798.620404
288      23.066142   15853.476725
289      23.146232   15908.333046
290      23.226323   15963.189367
291      23.306414   16018.045688
292      23.386505   16072.902008
293      23.466595   16127.758329
294      23.546686   16182.614650
295      23.626777   16237.470971
296      23.706868   16292.327292
297      23.786959   16347.183613
298      23.867049   16402.039934
299      23.947140   16456.896254
300      24.027231   16511.752575
301      24.107322   16566.608896
302      24.187412   16621.465217
303      24.267503   16676.321538
304      24.347594   16731.177859
305      24.427685   16786.034179
306      24.507775   16840.890500
307      24.587866   16895.746821
308      24.667957   16950.603142
309      24.748048   17005.459463
310      24.828139   17060.315784
311      24.908229   17115.172105
312      24.988320   17170.028425
313      25.068411   17224.884746
314      25.148502   17279.741067
315      25.228592   17334.597388
316      25.308683   17389.453709
317      25.388774   17444.310030
318      25.468865   17499.166350
319      25.548955   17554.022671
320      25.629046   17608.878992
321      25.709137   17663.735313
322      25.789228   17718.591634
323      25.869319   17773.447955
324      25.949409   17828.304276
325      26.029500   17883.160596
326      26.109591   17938.016917
327      26.189682   17992.873238
328      26.269772   18047.729559
329      26.349863   18102.585880
330      26.429954   18157.442201
331      26.510045   18212.298522
332      26.590135   18267.154842
333      26.670226   18322.011163
334      26.750317   18376.867484
335      26.830408   18431.723805
336      26.910499   18486.580126
337      26.990589   18541.436447
338      27.070680   18596.292767
339      27.150771   18651.149088
340      27.230862   18706.005409
341      27.310952   18760.861730
342      27.391043   18815.718051
343      27.471134   18870.574372
344      27.551225   18925.430693
345      27.631315   18980.287013
346      27.711406   19035.143334
347      27.791497   19089.999655
348      27.871588   19144.855976
349      27.951679   19199.712297
350      28.031769   19254.568618
351      28.111860   19309.424938
352      28.191951   19364.281259
353      28.272042   19419.137580
354      28.352132   19473.993901
355      28.432223   19528.850222
356      28.512314   19583.706543
357      28.592405   19638.562864
358      28.672495   19693.419184
359      28.752586   19748.275505
360      28.832677   19803.131826
361      28.912768   19857.988147
362      28.992859   19912.844468
363      29.072949   19967.700789
364      29.153040   20022.557109
365      29.233131   20077.413430
366      29.313222   20132.269751
367      29.393312   20187.126072
368      29.473403   20241.982393
369      29.553494   20296.838714
370      29.633585   20351.695035
371      29.713675   20406.551355
372      29.793766   20461.407676
373      29.873857   20516.263997
374      29.953948   20571.120318
375      30.034039   20625.976639
376      30.114129   20680.832960
377      30.194220   20735.689281
378      30.274311   20790.545601
379      30.354402   20845.401922
380      30.434492   20900.258243
381      30.514583   20955.114564
382      30.594674   21009.970885
383      30.674765   21064.827206
384      30.754856   21119.683526
385      30.834946   21174.539847
386      30.915037   21229.396168
387      30.995128   21284.252489
388      31.075219   21339.108810
389      31.155309   21393.965131
390      31.235400   21448.821452
391      31.315491   21503.677772
392      31.395582   21558.534093
393      31.475672   21613.390414
394      31.555763   21668.246735
395      31.635854   21723.103056
396      31.715945   21777.959377
397      31.796036   21832.815697
398      31.876126   21887.672018
399      31.956217   21942.528339
400      32.036308   21997.384660
401      32.116399   22052.240981
402      32.196489   22107.097302
403      32.276580   22161.953623
404      32.356671   22216.809943
405      32.436762   22271.666264
406      32.516852   22326.522585
407      32.596943   22381.378906
408      32.677034   22436.235227
409      32.757125   22491.091548
410      32.837216   22545.947868
411      32.917306   22600.804189
412      32.997397   22655.660510
413      33.077488   22710.516831
414      33.157579   22765.373152
415      33.237669   22820.229473
416      33.317760   22875.085794
417      33.397851   22929.942114
418      33.477942   22984.798435
419      33.558032   23039.654756
420      33.638123   23094.511077
421      33.718214   23149.367398
422      33.798305   23204.223719
423      33.878396   23259.080040
424      33.958486   23313.936360
425      34.038577   23368.792681
426      34.118668   23423.649002
427      34.198759   23478.505323
428      34.278849   23533.361644
429      34.358940   23588.217965
430      34.439031   23643.074285
431      34.519122   23697.930606
432      34.599212   23752.786927
433      34.679303   23807.643248
434      34.759394   23862.499569
435      34.839485   23917.355890
436      34.919576   23972.212211
437      34.999666   24027.068531
438      35.079757   24081.924852
439      35.159848   24136.781173
440      35.239939   24191.637494
441      35.320029   24246.493815
442      35.400120   24301.350136
443      35.480211   24356.206456
444      35.560302   24411.062777
445      35.640392   24465.919098
446      35.720483   24520.775419
447      35.800574   24575.631740
448      35.880665   24630.488061
449      35.960756   24685.344382
450      36.040846   24740.200702
451      36.120937   24795.057023
452      36.201028   24849.913344
453      36.281119   24904.769665
454      36.361209   24959.625986
455      36.441300   25014.482307
456      36.521391   25069.338627
457      36.601482   25124.194948
458      36.681572   25179.051269
459      36.761663   25233.907590
460      36.841754   25288.763911
461      36.921845   25343.620232
462      37.001936   25398.476553
463      37.082026   25453.332873
464      37.162117   25508.189194
465      37.242208   25563.045515
466      37.322299   25617.901836
467      37.402389   25672.758157
468      37.482480   25727.614478
469      37.562571   25782.470799
470      37.642662   25837.327119
471      37.722752   25892.183440
472      37.802843   25947.039761
473      37.882934   26001.896082
474      37.963025   26056.752403
475      38.043116   26111.608724
476      38.123206   26166.465044
477      38.203297   26221.321365
478      38.283388   26276.177686
479      38.363479   26331.034007
480      38.443569   26385.890328
481      38.523660   26440.746649
482      38.603751   26495.602970
483      38.683842   26550.459290
484      38.763932   26605.315611
485      38.844023   26660.171932
486      38.924114   26715.028253
487      39.004205   26769.884574
488      39.084296   26824.740895
489      39.164386   26879.597215
490      39.244477   26934.453536
491      39.324568   26989.309857
492      39.404659   27044.166178
493      39.484749   27099.022499
494      39.564840   27153.878820
495      39.644931   27208.735141
496      39.725022   27263.591461
497      39.805112   27318.447782
498      39.885203   27373.304103
499      39.965294   27428.160424
500      40.045385   27483.016745
501      40.125476   27537.873066
502      40.205566   27592.729386
503      40.285657   27647.585707
504      40.365748   27702.442028
505      40.445839   27757.298349
506      40.525929   27812.154670
507      40.606020   27867.010991
508      40.686111   27921.867312
509      40.766202   27976.723632
510      40.846292   28031.579953
511      40.926383   28086.436274
512      41.006474   28141.292595
513      41.086565   28196.148916
514      41.166656   28251.005237
515      41.246746   28305.861558
516      41.326837   28360.717878
517      41.406928   28415.574199
518      41.487019   28470.430520
519      41.567109   28525.286841
520      41.647200   28580.143162
521      41.727291   28634.999483
522      41.807382   28689.855803
523      41.887472   28744.712124
524      41.967563   28799.568445
525      42.047654   28854.424766
526      42.127745   28909.281087
527      42.207836   28964.137408
528      42.287926   29018.993729
529      42.368017   29073.850049
530      42.448108   29128.706370
531      42.528199   29183.562691
532      42.608289   29238.419012
533      42.688380   29293.275333
534      42.768471   29348.131654
535      42.848562   29402.987974
536      42.928652   29457.844295
537      43.008743   29512.700616
538      43.088834   29567.556937
539      43.168925   29622.413258
540      43.249016   29677.269579
541      43.329106   29732.125900
542      43.409197   29786.982220
543      43.489288   29841.838541
544      43.569379   29896.694862
545      43.649469   29951.551183
546      43.729560   30006.407504
547      43.809651   30061.263825
548      43.889742   30116.120145
549      43.969832   30170.976466
550      44.049923   30225.832787
551      44.130014   30280.689108
552      44.210105   30335.545429
553      44.290196   30390.401750
554      44.370286   30445.258071
555      44.450377   30500.114391
556      44.530468   30554.970712
557      44.610559   30609.827033
558      44.690649   30664.683354
559      44.770740   30719.539675
560      44.850831   30774.395996
561      44.930922   30829.252317
562      45.011012   30884.108637
563      45.091103   30938.964958
564      45.171194   30993.821279
565      45.251285   31048.677600
566      45.331376   31103.533921
567      45.411466   31158.390242
568      45.491557   31213.246562
569      45.571648   31268.102883
570      45.651739   31322.959204
571      45.731829   31377.815525
572      45.811920   31432.671846
573      45.892011   31487.528167
574      45.972102   31542.384488
575      46.052192   31597.240808
576      46.132283   31652.097129
577      46.212374   31706.953450
578      46.292465   31761.809771
579      46.372556   31816.666092
580      46.452646   31871.522413
581      46.532737   31926.378733
582      46.612828   31981.235054
583      46.692919   32036.091375
584      46.773009   32090.947696
585      46.853100   32145.804017
586      46.933191   32200.660338
587      47.013282   32255.516659
588      47.093372   32310.372979
589      47.173463   32365.229300
590      47.253554   32420.085621
591      47.333645   32474.941942
592      47.413736   32529.798263
593      47.493826   32584.654584
594      47.573917   32639.510905
595      47.654008   32694.367225
596      47.734099   32749.223546
597      47.814189   32804.079867
598      47.894280   32858.936188
599      47.974371   32913.792509
600      48.054462   32968.648830
601      48.134552   33023.505150
602      48.214643   33078.361471
603      48.294734   33133.217792
604      48.374825   33188.074113
605      48.454916   33242.930434
606      48.535006   33297.786755
607      48.615097   33352.643076
608      48.695188   33407.499396
609      48.775279   33462.355717
610      48.855369   33517.212038
611      48.935460   33572.068359
612      49.015551   33626.924680
613      49.095642   33681.781001
614      49.175732   33736.637321
615      49.255823   33791.493642
616      49.335914   33846.349963
617      49.416005   33901.206284
618      49.496096   33956.062605
619      49.576186   34010.918926
620      49.656277   34065.775247
621      49.736368   34120.631567
622      49.816459   34175.487888
623      49.896549   34230.344209
624      49.976640   34285.200530
625      50.056731   34340.056851
626      50.136822   34394.913172
627      50.216913   34449.769492
628      50.297003   34504.625813
629      50.377094   34559.482134
630      50.457185   34614.338455
631      50.537276   34669.194776
632      50.617366   34724.051097
633      50.697457   34778.907418
634      50.777548   34833.763738
635      50.857639   34888.620059
636      50.937729   34943.476380
637      51.017820   34998.332701
638      51.097911   35053.189022
639      51.178002   35108.045343
640      51.258093   35162.901664
641      51.338183   35217.757984
642      51.418274   35272.614305
643      51.498365   35327.470626
644      51.578456   35382.326947
645      51.658546   35437.183268
646      51.738637   35492.039589
647      51.818728   35546.895909
648      51.898819   35601.752230
649      51.978909   35656.608551
650      52.059000   35711.464872
651      52.139091   35766.321193
652      52.219182   35821.177514
653      52.299273   35876.033835
654      52.379363   35930.890155
655      52.459454   35985.746476
656      52.539545   36040.602797
657      52.619636   36095.459118
658      52.699726   36150.315439
659      52.779817   36205.171760
660      52.859908   36260.028080
661      52.939999   36314.884401
662      53.020089   36369.740722
663      53.100180   36424.597043
664      53.180271   36479.453364
665      53.260362   36534.309685
666      53.340453   36589.166006
667      53.420543   36644.022326
668      53.500634   36698.878647
669      53.580725   36753.734968
670      53.660816   36808.591289
671      53.740906   36863.447610
672      53.820997   36918.303931
673      53.901088   36973.160251
674      53.981179   37028.016572
675      54.061269   37082.872893
676      54.141360   37137.729214
677      54.221451   37192.585535
678      54.301542   37247.441856
679      54.381633   37302.298177
680      54.461723   37357.154497
681      54.541814   37412.010818
682      54.621905   37466.867139
683      54.701996   37521.723460
684      54.782086   37576.579781
685      54.862177   37631.436102
686      54.942268   37686.292423
687      55.022359   37741.148743
688      55.102449   37796.005064
689      55.182540   37850.861385
690      55.262631   37905.717706
691      55.342722   37960.574027
692      55.422813   38015.430348
693      55.502903   38070.286668
694      55.582994   38125.142989
695      55.663085   38179.999310
696      55.743176   38234.855631
697      55.823266   38289.711952
698      55.903357   38344.568273
699      55.983448   38399.424594
700      56.063539   38454.280914
701      56.143629   38509.137235
702      56.223720   38563.993556
703      56.303811   38618.849877
704      56.383902   38673.706198
705      56.463993   38728.562519
706      56.544083   38783.418839
707      56.624174   38838.275160
708      56.704265   38893.131481
709      56.784356   38947.987802
710      56.864446   39002.844123
711      56.944537   39057.700444
712      57.024628   39112.556765
713      57.104719   39167.413085
714      57.184809   39222.269406
715      57.264900   39277.125727
716      57.344991   39331.982048
717      57.425082   39386.838369
718      57.505173   39441.694690
719      57.585263   39496.551010
720      57.665354   39551.407331
721      57.745445   39606.263652
722      57.825536   39661.119973
723      57.905626   39715.976294
724      57.985717   39770.832615
725      58.065808   39825.688936
726      58.145899   39880.545256
727      58.225989   39935.401577
728      58.306080   39990.257898
729      58.386171   40045.114219
730      58.466262   40099.970540
731      58.546353   40154.826861
732      58.626443   40209.683182
733      58.706534   40264.539502
734      58.786625   40319.395823
735      58.866716   40374.252144
736      58.946806   40429.108465
737      59.026897   40483.964786
738      59.106988   40538.821107
739      59.187079   40593.677427
740      59.267169   40648.533748
741      59.347260   40703.390069
742      59.427351   40758.246390
743      59.507442   40813.102711
744      59.587533   40867.959032
745      59.667623   40922.815353
746      59.747714   40977.671673
747      59.827805   41032.527994
748      59.907896   41087.384315
749      59.987986   41142.240636
750      60.068077   41197.096957
751      60.148168   41251.953278
752      60.228259   41306.809598
753      60.308349   41361.665919
754      60.388440   41416.522240
755      60.468531   41471.378561
756      60.548622   41526.234882
757      60.628713   41581.091203
758      60.708803   41635.947524
759      60.788894   41690.803844
760      60.868985   41745.660165
761      60.949076   41800.516486
762      61.029166   41855.372807
763      61.109257   41910.229128
764      61.189348   41965.085449
765      61.269439   42019.941769
766      61.349529   42074.798090
767      61.429620   42129.654411
768      61.509711   42184.510732
769      61.589802   42239.367053
770      61.669893   42294.223374
771      61.749983   42349.079695
772      61.830074   42403.936015
773      61.910165   42458.792336
774      61.990256   42513.648657
775      62.070346   42568.504978
776      62.150437   42623.361299
777      62.230528   42678.217620
778      62.310619   42733.073941
779      62.390709   42787.930261
780      62.470800   42842.786582
781      62.550891   42897.642903
782      62.630982   42952.499224
783      62.711073   43007.355545
784      62.791163   43062.211866
785      62.871254   43117.068186
786      62.951345   43171.924507
787      63.031436   43226.780828
788      63.111526   43281.637149
789      63.191617   43336.493470
790      63.271708   43391.349791
791      63.351799   43446.206112
792      63.431889   43501.062432
793      63.511980   43555.918753
794      63.592071   43610.775074
795      63.672162   43665.631395
796      63.752253   43720.487716
797      63.832343   43775.344037
798      63.912434   43830.200357
799      63.992525   43885.056678
800      64.072616   43939.912999
801      64.152706   43994.769320
802      64.232797   44049.625641
803      64.312888   44104.481962
804      64.392979   44159.338283
805      64.473069   44214.194603
806      64.553160   44269.050924
807      64.633251   44323.907245
808      64.713342   44378.763566
809      64.793433   44433.619887
810      64.873523   44488.476208
811      64.953614   44543.332528
812      65.033705   44598.188849
813      65.113796   44653.045170
814      65.193886   44707.901491
815      65.273977   44762.757812
816      65.354068   44817.614133
817      65.434159   44872.470454
818      65.514249   44927.326774
819      65.594340   44982.183095
820      65.674431   45037.039416
821      65.754522   45091.895737
822      65.834613   45146.752058
823      65.914703   45201.608379
824      65.994794   45256.464700
825      66.074885   45311.321020
826      66.154976   45366.177341
827      66.235066   45421.033662
828      66.315157   45475.889983
829      66.395248   45530.746304
830      66.475339   45585.602625
831      66.555429   45640.458945
832      66.635520   45695.315266
833      66.715611   45750.171587
834      66.795702   45805.027908
835      66.875793   45859.884229
836      66.955883   45914.740550
837      67.035974   45969.596871
838      67.116065   46024.453191
839      67.196156   46079.309512
840      67.276246   46134.165833
841      67.356337   46189.022154
842      67.436428   46243.878475
843      67.516519   46298.734796
844      67.596609   46353.591116
845      67.676700   46408.447437
846      67.756791   46463.303758
847      67.836882   46518.160079
848      67.916973   46573.016400
849      67.997063   46627.872721
850      68.077154   46682.729042
851      68.157245   46737.585362
852      68.237336   46792.441683
853      68.317426   46847.298004
854      68.397517   46902.154325
855      68.477608   46957.010646
856      68.557699   47011.866967
857      68.637789   47066.723287
858      68.717880   47121.579608
859      68.797971   47176.435929
860      68.878062   47231.292250
861      68.958153   47286.148571
862      69.038243   47341.004892
863      69.118334   47395.861213
864      69.198425   47450.717533
865      69.278516   47505.573854
866      69.358606   47560.430175
867      69.438697   47615.286496
868      69.518788   47670.142817
869      69.598879   47724.999138
870      69.678969   47779.855459
871      69.759060   47834.711779
872      69.839151   47889.568100
873      69.919242   47944.424421
874      69.999333   47999.280742
875      70.079423   48054.137063
876      70.159514   48108.993384
877      70.239605   48163.849704
878      70.319696   48218.706025
879      70.399786   48273.562346
880      70.479877   48328.418667
881      70.559968   48383.274988
882      70.640059   48438.131309
883      70.720150   48492.987630
884      70.800240   48547.843950
885      70.880331   48602.700271
886      70.960422   48657.556592
887      71.040513   48712.412913
888      71.120603   48767.269234
889      71.200694   48822.125555
890      71.280785   48876.981875
891      71.360876   48931.838196
892      71.440966   48986.694517
893      71.521057   49041.550838
894      71.601148   49096.407159
895      71.681239   49151.263480
896      71.761330   49206.119801
897      71.841420   49260.976121
898      71.921511   49315.832442
899      72.001602   49370.688763
900      72.081693   49425.545084
901      72.161783   49480.401405
902      72.241874   49535.257726
903      72.321965   49590.114047
904      72.402056   49644.970367
905      72.482146   49699.826688
906      72.562237   49754.683009
907      72.642328   49809.539330
908      72.722419   49864.395651
909      72.802510   49919.251972
910      72.882600   49974.108292
911      72.962691   50028.964613
912      73.042782   50083.820934
913      73.122873   50138.677255
914      73.202963   50193.533576
915      73.283054   50248.389897
916      73.363145   50303.246218
917      73.443236   50358.102538
918      73.523326   50412.958859
919      73.603417   50467.815180
920      73.683508   50522.671501
921      73.763599   50577.527822
922      73.843690   50632.384143
923      73.923780   50687.240463
924      74.003871   50742.096784
925      74.083962   50796.953105
926      74.164053   50851.809426
927      74.244143   50906.665747
928      74.324234   50961.522068
929      74.404325   51016.378389
930      74.484416   51071.234709
931      74.564506   51126.091030
932      74.644597   51180.947351
933      74.724688   51235.803672
934      74.804779   51290.659993
935      74.884870   51345.516314
936      74.964960   51400.372634
937      75.045051   51455.228955
938      75.125142   51510.085276
939      75.205233   51564.941597
940      75.285323   51619.797918
941      75.365414   51674.654239
942      75.445505   51729.510560
943      75.525596   51784.366880
944      75.605686   51839.223201
945      75.685777   51894.079522
946      75.765868   51948.935843
947      75.845959   52003.792164
948      75.926050   52058.648485
949      76.006140   52113.504806
950      76.086231   52168.361126
951      76.166322   52223.217447
952      76.246413   52278.073768
953      76.326503   52332.930089
954      76.406594   52387.786410
955      76.486685   52442.642731
956      76.566776   52497.499051
957      76.646866   52552.355372
958      76.726957   52607.211693
959      76.807048   52662.068014
960      76.887139   52716.924335
961      76.967230   52771.780656
962      77.047320   52826.636977
963      77.127411   52881.493297
964      77.207502   52936.349618
965      77.287593   52991.205939
966      77.367683   53046.062260
967      77.447774   53100.918581
968      77.527865   53155.774902
969      77.607956   53210.631222
970      77.688046   53265.487543
971      77.768137   53320.343864
972      77.848228   53375.200185
973      77.928319   53430.056506
974      78.008410   53484.912827
975      78.088500   53539.769148
976      78.168591   53594.625468
977      78.248682   53649.481789
978      78.328773   53704.338110
979      78.408863   53759.194431
980      78.488954   53814.050752
981      78.569045   53868.907073
982      78.649136   53923.763393
983      78.729226   53978.619714
984      78.809317   54033.476035
985      78.889408   54088.332356
986      78.969499   54143.188677
987      79.049590   54198.044998
988      79.129680   54252.901319
989      79.209771   54307.757639
990      79.289862   54362.613960
991      79.369953   54417.470281
992      79.450043   54472.326602
993      79.530134   54527.182923
994      79.610225   54582.039244
995      79.690316   54636.895565
996      79.770406   54691.751885
997      79.850497   54746.608206
998      79.930588   54801.464527
999      80.010679   54856.320848
1000     80.090770   54911.177169
1001     80.170860   54966.033490
1002     80.250951   55020.889810
1003     80.331042   55075.746131
1004     80.411133   55130.602452
1005     80.491223   55185.458773
1006     80.571314   55240.315094
1007     80.651405   55295.171415
1008     80.731496   55350.027736
1009     80.811586   55404.884056
1010     80.891677   55459.740377
1011     80.971768   55514.596698
1012     81.051859   55569.453019
1013     81.131950   55624.309340
1014     81.212040   55679.165661
1015     81.292131   55734.021981
1016     81.372222   55788.878302
1017     81.452313   55843.734623
1018     81.532403   55898.590944
1019     81.612494   55953.447265
1020     81.692585   56008.303586
1021     81.772676   56063.159907
1022     81.852766   56118.016227
1023     81.932857   56172.872548
1024     82.012948   56227.728869
1025     82.093039   56282.585190
1026     82.173130   56337.441511
1027     82.253220   56392.297832
1028     82.333311   56447.154152
1029     82.413402   56502.010473
1030     82.493493   56556.866794
1031     82.573583   56611.723115
1032     82.653674   56666.579436
1033     82.733765   56721.435757
1034     82.813856   56776.292078
1035     82.893946   56831.148398
1036     82.974037   56886.004719
1037     83.054128   56940.861040
1038     83.134219   56995.717361
1039     83.214310   57050.573682
1040     83.294400   57105.430003
1041     83.374491   57160.286324
1042     83.454582   57215.142644
1043     83.534673   57269.998965
1044     83.614763   57324.855286
1045     83.694854   57379.711607
1046     83.774945   57434.567928
1047     83.855036   57489.424249
1048     83.935126   57544.280569
1049     84.015217   57599.136890
1050     84.095308   57653.993211
1051     84.175399   57708.849532
1052     84.255490   57763.705853
1053     84.335580   57818.562174
1054     84.415671   57873.418495
1055     84.495762   57928.274815
1056     84.575853   57983.131136
1057     84.655943   58037.987457
1058     84.736034   58092.843778
1059     84.816125   58147.700099
1060     84.896216   58202.556420
1061     84.976306   58257.412740
1062     85.056397   58312.269061
1063     85.136488   58367.125382
1064     85.216579   58421.981703
1065     85.296670   58476.838024
1066     85.376760   58531.694345
1067     85.456851   58586.550666
1068     85.536942   58641.406986
1069     85.617033   58696.263307
1070     85.697123   58751.119628
